id,preco
295239204594155572903470420706758961711,147289.56
217043924033496343963491521400562422856,266903.03
230630223901851276472648163541398202700,234453.62
228794583325189840821498523768389390979,224017.67
226883211751919793077312253417502568887,229713.27
178727794896076301413017290746899811351,140612.1
233324434070255280697734700180958891999,129359.59
120196782885257163651164953359063822616,181144.05
307587965035124177469706843302286678852,102488.055
147918433942232310306879997092064646229,142909.58
322862357217576382174561616320866894896,170881.88
239523402888574028389406143855331971634,341389.16
113509983214540261664688743850173663995,296557.03
109891169875096641331353504149265117244,160954.44
14047284765259674200352849951505593080,294148.6
185048785858081984334746723407963750558,203425.08
233408161489868303803711823496315975517,80283.92
271868823659695867806389462405507434039,149889.52
234266752075173490649523075655294035700,39984.895
135193714861901808768224625797727405125,171482.8
65383514239248595231552479759479421653,238025.81
763500554236946546082152173974002095,185298.44
263071556455718053803505933844459615897,85681.63
251187863725990533753089128740859478739,153105.6
254288424794027625207128200628830798586,168658.17
286319605986498380547161295324785273852,250283.22
18156444762146185587945140921021289232,91267.52
132399590521100913284690334248594447552,120741.23
103484450878268999171337512911053865440,438088.88
3912270241651523146374566983699340012,269884.28
289442719100949424990356122406061188257,336410.8
78107569099680024366542029001316825040,262911.47
35630579392702895703343792092821020757,181845.64
180495442974534219664033650975071179678,106386.17
310808003231123687601982759789167595573,106105.99
281412885789869246852489114984059535931,128577.805
115834922999693545296191213987693964898,148392.62
5731801982113473737231393645963779999,364077.75
256716164818036322373140286568690396129,314738.1
287091925155434474451326927701130603179,260969.55
34260218896401614964439670738816901101,190767.84
129711525134942617432200032446355408594,294520.38
63813447393601008165654825811986411111,116315.516
233957718806307342910872106898233148735,244490.73
138508589382193076883186189654019084427,91709.67
171762617476835661595108367117122969376,357770.0
7122736344425113322294078330615663312,115353.125
32931879047335602142815671990698948947,137811.22
230483121396274655509988841957998046697,227080.08
315766672381283490639653109260892751611,177205.98
301104161774368724925476221283740970391,187173.3
227510606246395701960366267332503216714,89934.29
228659121972304442863099815886729581779,156271.9
68086809059173658965599732460689150208,273213.8
169041392389609942283143480484429958744,112070.34
149581053128777628511664656027161538796,139892.84
66252420228989686258481184814476626799,136057.56
262859967351480229982146627310415934358,198264.23
317829998963593347122303395131613360494,85345.02
24887841704125448157191892411715521315,248671.55
230199425899098091542244974035896211783,331774.97
74011957647759301081569160773746930781,169974.52
144733803448319336946178686862337261379,184278.81
142405383752199423425786993458884627343,347566.38
173324636074769296529189625730653285809,86253.54
155561347177954121142041908188975524664,173243.58
86026435063413102427450773798842306387,85681.63
229257356284378921190587377871031567334,148609.48
249214025842220849314985638373204146912,138888.28
83473208885390680674963932777363338591,283196.9
180580369832354477560560602690825188300,103657.66
259490022068441742630539072459542535148,227080.08
120796267956232721185119513957760631683,344124.88
241430542672617103205615601633306372934,435473.06
53091847780640456849632756954612576434,146906.19
171977066567630375608946040261692762526,114861.75
201914625874463660453645362442088079106,217955.44
84059384063449374632880341259583908854,214729.36
328387208591072585760315241990965355447,187884.5
17154426494022331794126934878064958948,307915.47
192000139416378047888346422176422040661,193496.52
180081646479210699334128198669796160399,276338.8
253986101323166575416961447245174692901,177401.55
82036269311688064017582673374303244526,131486.98
333919908274208141229966147873771212013,218706.48
313704772228414954684896419439906454998,239978.16
215781134391040786413193932814799270790,529920.1
323576127340260635108064420738794619615,88454.45
21266736316299428255003871822385501006,222426.08
186277892327196401769009247007141845185,404820.88
118653739393882803347822121960128540090,157940.81
178402222675267324741137977644713188119,93269.016
14111625130403982018582213981963028060,139321.39
325687469192316037825715120219693138391,112298.664
338873463459304189674358773507615464140,97763.1
245440709240117885881946071499467553000,381800.88
3992284778362807624983933766586748960,213982.06
177917688273646190120585781998870609412,159881.66
307183333739200840624177841605072041043,166465.33
335470794133402209198153397416379022899,398477.6
203204241445015520264242319199812317633,196772.03
134385257647410245621873088337082618012,45029.566
6540687257921476537365937337199234069,136797.98
203239807831030319375520809440266391745,208252.67
39376528018535015868934510381824165952,247715.11
333342898325227485720191018314201595565,102564.74
216088076765437530118227326459456970218,105444.086
294256168413360318515649740566516009388,213734.62
249324748703273289890304775287749567094,310741.75
227934818343215729770705513085856574374,193204.03
157501721120159053919391416852016284295,239188.42
297125857657343693187052534926914461136,145553.08
87136029063634093621956857943240285302,218837.17
199891203388386369979675076525848750178,158102.38
102123055616796056444516517520597098387,386153.0
237512146312820589708317540195709404676,292376.0
30984280450885534059052913279584065254,155978.17
126374200467604593804720277004278327103,264785.28
317466905352534178610659571519473694514,319802.5
52865229602472061804485324233666817912,204531.67
86984224502002234419916772572194051581,236175.2
114416682475133609697441993429731470073,140803.05
49500288896238366923661810598993127844,428872.47
15465172849640768327142827133509494439,234283.12
307334256328869249308029400432335737804,219180.83
228144239113577275448986710580982616029,308159.03
287139027642678210570007827534054265052,102882.62
89914442558408418710315807541943703503,152521.69
157724668439282941424079171387574257679,330863.16
210560980823314089239746782467786021918,310995.84
9533463295747584642161614887871041149,161444.12
36155487406786930325759004510880817087,215188.33
234127326236134497876685668798607764717,111937.73
280305492068078804619353598740914253066,140242.05
206680675239217462017215069720218496509,122632.86
338819821210509135508780606674721178321,174585.52
204709679839831821149432932813402540678,211577.25
90875432458421346470025553495778630510,354294.94
275475573967873268188137718480930488822,273319.9
135798733167447402777119122060701579452,88343.45
16467710364998450246536251528420949308,199582.38
154737869680607241704521619955620605087,274912.2
275775611271881132098534927222118097805,171539.52
60452051161648408770616607730997043495,125659.5
55573982790391311975887758207573440948,91634.766
253718454255114896228371873750181818324,30945.537
314064790115053828119555179443554195527,116698.42
189570492320793832454485868809143337405,341066.47
23825261604921702409641748375342950297,289536.9
202301262511978571352794896695666151810,308877.75
104239568090079872488280748074678202013,243959.19
118155484109908082546418446225943368418,346457.06
255279298803366738058226980815231053100,124324.75
205713080891740291665828451730565250400,247083.52
271567936429803209749917402080660109484,188345.1
83500313040262972087502975096864972395,163600.0
199825580750147224320742424928048221511,181761.23
35503660709160520879029443480036147850,126205.41
136744533749502088151319862288356809373,63307.51
14646148787543855550889731877407837757,405074.0
175456875639756620367724513315924621300,141060.72
171887264709983159676256955690666649895,155529.11
5575201071375003157687971982995539245,266585.78
11124399571277862461246801293141325136,189642.17
278012921215945326618316328031414262851,489710.12
127163062492495403313007757062409704463,158398.52
302695598952433192347337048974293502177,200404.45
339163194157299289931219327984398277845,150894.39
253179630755522290489067862817016603658,295722.0
107540865078806037752380310797439708594,180140.31
202747226890809260721851930190733529606,155199.8
198478944601280023843585927406172044192,78742.914
286842543879735416835221285521231976811,218473.78
143789229725002136498207123538125838974,205950.33
78201854589030752101710975166249263249,395027.47
71539818043384923993008937350352775921,123670.21
123838437268533573587350797170799646707,255544.05
165334355852046750199663818885453553125,150274.56
164847888876547845123316770012937374547,77666.24
101135033363139067389828698436653266246,120877.25
141374361982310778378841790263765631649,101837.4
51501364974414551550325981205185510805,127997.95
333098681727869732356509759583146783243,108319.75
80234378433697420595695125518109986563,210859.27
297673004618655036199009294723374585563,202421.31
204724813217968425232608712280389418541,40763.78
164732854026285442006125485235942552321,242180.02
65445352835611637166375000661944038142,187491.34
125195180397772507627695240202467616668,189954.38
281257928188831742236443910034481673827,268806.47
72760201997291128414816024649253969344,274657.22
144585264635919229685952729581604945954,281437.1
109409243019479710215976616629206450313,125981.87
66976033741316305775253961608283832449,111940.664
115854473798371071480763488769637364279,179411.94
232720943751601322133996644526033346639,308006.7
323041358526122545640238179512661294945,140657.02
189571065590119531459030372972988857152,87835.68
278830396664534453595290082331423099313,227730.42
300984310880819626428136259167264912275,358138.06
173248095429072161014036748849902411499,170205.39
129039911398138055955082870056864208585,176696.48
146454092270544064133929926301811629242,159072.58
129592620248405902350506193046355842071,108123.17
55178716338064917038254616840335174957,122621.2
188552232778524889431723723986535909404,124053.41
68738777473678077230673408625002210423,138385.16
143650065470937114392016771268791037586,139423.2
217143375116427375702730221309107403659,21483.44
285857547045199800914494123990612675859,65025.42
135307513104369620859454296925004799348,208499.38
2903351729996390981740848403629759694,209591.8
235485459871309587269171897031165221213,125705.8
296017386177026941245492297942507209980,273573.22
212929532835870383542328836465070003847,115264.52
44792053188804682010358556072934285054,217955.44
249680012909723910609278828815276571304,324475.22
188132402142981885165263956858864369324,139966.19
243258499219043077613643874357523126764,140975.47
297502384825462058870825265698631506218,118853.73
20484051710416552458362127419414396483,222450.16
253948032676146630057917662989603693686,195224.16
98200588353689152620727029014419954738,109720.83
14122791477208854429014550356804400039,122887.65
208598248089930680140265319653144824605,96403.945
298475622302531653739931464689317637382,215230.56
2588788666534418410890966725724910669,274506.8
9712628666051113562075298365964280298,284749.56
42967026650221222538416328816510604054,309038.22
331810071519527017054662796283672827753,226035.3
285315356430762147444442091168700561658,74488.16
147573383959504740059941130006954501777,149897.0
173651776695050274824006374512756309389,124293.56
22835259108646484176565108425554436078,87453.36
163335522228145786871413464789921268309,101064.266
79580864837697488703994857109875663787,141730.69
18093722071694246612028534734330405579,164668.66
163127155367196180506199396832607404204,194778.48
82699271274473815957784110120006001949,89324.4
119898092235710363179284535290646251139,304236.22
68120108316829053172179957063351984376,286906.2
54499599180823728159929121859469171058,270545.88
63151179630102261748377560506608730501,187224.81
145333654310498724413243546511454058666,212343.92
336202983245746974226373123199424097932,226143.06
80276587309374821603900109141230287582,204807.84
211510309891117464265129987388111667353,239620.19
78028571701435535429546616699600331359,182296.31
113813549074392740531940720784724859923,122298.11
4297685766429111946834915150390189282,245035.73
23624265453284569334580840870468227772,112248.47
40400071986899913450748881177856040087,180861.05
90589443095105813267320082593691880299,101860.72
64930320159540942897278013024377003786,244211.16
319957631812806416896645654922579978210,237409.06
185473026310374331228749448739740100876,99866.47
198280088122233304964566473128626674145,115491.63
291324486703807995327553620926461671907,265714.1
252398412139115738462469940945037485073,221446.81
161513792123050520899783414867921277743,120358.21
133941859718052376156303456844748611253,248602.8
236698763821887412316107271979375660314,214722.58
220897024275644074828713990540418001480,110943.18
125219498777135759021804991213472079499,118660.52
225236262665838913695842569911381819725,167311.61
102867026959240407948863384849717666215,289012.3
334671611250424983149953582105157578426,239073.98
202238857962075377193838528819386294360,256173.73
294826381461538815116698354410337718266,156133.39
134053582412896256417478477747987287732,131139.86
69566145365553240194649203258354537667,211308.12
150522366131828823598206712951808461386,242686.84
72250783403620887886049259732989465968,85530.49
149743770509507373061143632577402033728,145608.38
96337196940644833794308798210198091549,235263.1
101203276212024016119653519236468639800,188157.22
31248253943168014374462287394366437933,265193.78
23539713890923689632095795947345883697,262432.06
119322438176104956226268695372268675189,296139.94
160148422500349597297641255927779145208,68556.54
175024054306603048190034460949283367640,87945.24
261523753462729151781825862367880716795,161212.03
128976127984583243513716114394905806987,268923.94
233048716786272920943060104472101528648,135580.56
174511354619462076066154910610110813789,336356.7
226725547755504887141429761436521674936,133774.47
37652492323093015957225863667113657025,107168.516
208214939247030690269364941652277831787,233252.5
241049905561862937130737499035170116056,296665.75
309355085650997328553497310476053555098,128324.28
210728588879522143994459928496984844980,299873.97
251083960652402088314844346716818748512,145485.3
32588674554020939958007130552937642615,-16011.199
186179222591093597850855476680900540010,183750.47
27856973194359145454264272031826593500,107201.76
329445361760243842983634726634422777697,233851.2
60285670268150123009417941193032412545,83230.11
239904779609265423768652807122712092991,132062.95
231650690900163478605841528958264128339,171492.81
321482777312909765714981366332440515385,132126.08
90621921514849077206690405468877758127,90266.97
276639800720598623152441995708769505799,166861.23
35599638399921433618138546235782154856,257147.1
272428218641207652787244740019919302305,167762.22
13827434808544997620760470011697996468,87076.625
279109446575198515639225706796741027578,212634.97
321479234739908702289078207762751987253,170933.6
174226979497698774600206385080890750393,82060.516
182865986909959534261193617972188889622,59523.395
172437796940895194616424248937567297033,243613.97
282030584629451581278202376721710140253,162180.44
82428450005224601160890646842224934962,216875.08
61024120410364780648670176969791841597,108256.51
96433814024280757107003356846278915942,354189.34
31246285850180460465016063464660475349,169547.17
245585367744756540172202614617202064353,171178.34
237394978259990110809417167930788706709,224059.88
334096094956643999902665108397890687915,307660.1
306266746511331768733272013281118295466,70143.12
251860337105667763925066449012204406156,11530.181
251653768642785546864541895217336209511,328359.06
291620155159733413978494988074847918877,216860.25
327080493597510383304380083829027279620,220433.84
244422386314672151923814279993057016197,67315.26
170462664291315293128991148401721771893,210100.9
257989218701519970657409064642825336761,143236.33
331374419574041081900320833387314971312,154996.55
23073044984134910223233700611528674857,112091.695
42997397897279951237916754310773533848,79924.836
63298095955990174110679892898906751162,119551.36
297497593148569665484188355438474127610,159381.72
303445302866133442197370745635093694607,130870.27
322861063233554373348361057314083231866,170171.7
48527108152221097263004277032742101901,286906.2
75117505424078084191042295334377867157,127222.7
116018537774967638136657499654347725670,156343.5
135383065058255621626762415910044371310,326527.25
47574077580288490919190048199821943843,250398.75
6459793829982592475621262167303176441,123321.59
95106860532472896539899332617165990206,299924.84
28782640768709979411527357307827215206,210917.36
262977950922453685910476157547202117178,263242.8
174071088075748030245400208914439434569,128735.24
124671737261089704157954636996271464368,184269.77
269337118762467309308463785279520896705,154694.2
209259198101109684380882037267825895191,181633.3
139370578642362418059309898482433877864,140248.34
28994136543280939635253308565413799637,111658.375
293258297621810430619050641692062405291,127660.586
272381528732508241840132189183229013633,192739.4
307874037903053987384098599658954960403,331406.97
114021850146525252940099530982196156899,212458.45
85435999546019100641741099476461592814,244364.89
103119620189893041936528088174707335721,207309.83
314561543389180668998532834943265131600,135763.28
239141765600935393217628201889053036054,465129.1
76697964033457283201307050020873621097,87986.625
264305253634443490177586368628574983127,100951.734
131551992554677248780326195041999521641,124942.836
198837458199740351146789848033075668948,255879.53
159709089640309121793209096188059608454,176274.81
240435520661011051559441709781667984799,272929.6
23716439816665350271030334842843532806,121263.76
297198590332052235629209184892465938488,153174.38
197440825275921787996050910581003183399,131301.1
180745679040798042111497260945986779480,244360.0
119990119986468488812276117215201680242,286383.25
6945802264217055818092053196773826385,151081.22
63104735371462773681687091469410802663,203825.19
268014220097092881785502328357683444201,86148.26
8201931349127617775359419030543521126,334143.66
293424115049060887892633269783012383044,167012.98
197527187648268149802247209693405400409,222402.31
241005170925789036667791898595595904503,185851.98
247539232104409163657861640451876304710,137630.97
202615412439834095586482453962687156511,193166.25
292921571396805845952761765719774180560,274656.28
102146554643520147196799385145966778108,159841.28
204594591089767708292473470732793468211,292070.5
164465677939480316050438667344105947900,295776.38
313502068069833992081242489791425031266,173947.67
235768787164618217165155438262046263692,98422.36
55482365971527415759968201272640894504,103071.625
274510050161826866069319990064565352379,344457.6
262354354853492426548394391999577075965,150697.14
225178758495725232781682742284966795979,167624.19
204835397801258708635166012232206159069,149045.22
120967717512667959337579062496782760110,217125.94
69384468168979227396597175419708401385,142894.48
172353782416662670206836966071405640207,102360.07
93664377973271838839872435717131202372,111299.83
336962307751087384360720729772151938674,293088.72
223211215527692183328503667521863673491,97135.02
187613432585728730467042277361250283606,136012.67
296796692720149849099945091958444423201,236350.56
296694309736193534514080707751418764951,151054.31
62668871867764030771057639508006689193,201131.64
5831364671951890472547869995277254299,516505.5
263520175526383534143113600685410797656,89913.484
93913047554725302387672925099981219688,323463.97
187792144573873345913492012481628017632,159389.28
77193727270470647613941630346905657311,223972.75
93244863950305285144596145833484120288,193767.98
45554261791996034889771606828002084386,200615.77
145627501098448461286251287367478324636,168722.73
276147028044265022870578596152793055114,160138.28
101810035134786842992753455846496289258,262540.5
323649586881187815567646172577411910445,118619.984
240863300038824173019158558840375415006,169351.44
173259610703588301741742956959056249895,146810.39
210905950392861096479052960836081656317,156182.28
128123573544090055831088190798031307459,71836.29
55331053745102355983166789843999492215,104185.16
48924668154930834035890216021535860354,378536.25
98224473881241589576622027216816442592,44995.375
14607365457941867148801170049009692501,292144.78
167709308386275857976247794371249982492,134409.52
281031027492928380289843540495909878389,134210.12
317149933610832227902185030471313787327,242244.44
111873775427756287979226848974192301259,201358.88
21732850300051998297432811644962009424,320607.88
179559082498078581615567026913696075672,175624.34
256602505649871276722662307659510294211,332901.56
22837704223911865020431001608491555752,41646.66
153159405405938019793662006311248601879,266985.7
68046588578452589891125601598293455313,283196.9
54671517419370338496053937769382791466,206947.92
90733476337379567597363786612760856032,241284.7
74829755756627131841443634317001341736,178622.14
113699792614803396920615618241540403401,311426.1
30936748530163120286385641811335600461,338552.94
286718433484587099650313690594810283594,231917.31
53040905238521430480941937930371515428,152421.08
227799093612016492473942204223898916300,165986.8
105984803437282127547981289078723527950,254362.97
136216515618315479760141515440713508817,101176.945
313923828364562409583774076139412029011,306970.97
256535569668688044055657155972002367305,113258.516
161276830978411174065922231037346740601,333179.56
193023133616328233897351538456231158090,145542.89
4512377955309037570718946592053675659,230508.44
241451673262290873796345276645171664574,143355.83
333137917729421843565229448550132743099,192846.78
1221041602141664073474928881033556208,276852.12
17693043260028121027089293608575874719,385027.8
233874613249501726158359004825126672717,335080.28
29423918183434242527795245203965210040,117912.91
123067147644698118361563184329144169322,230768.19
67576390047220591927881908117280881658,130886.414
336003013146988853800784692458907554574,139077.38
70951099996019165330364593572305503956,198552.31
151224142156186274037047186842294495829,206249.44
146803890080797364411341022309509510264,221904.8
25487128775669594102704570724088844680,202340.12
306159349104268798007063272844916813953,289433.12
233291875187806547977182734749322121862,255926.03
103649543423223076863255553023531795834,175364.17
270419948556221225284557703914504804773,225349.36
153143792449153214053000004836545450892,141613.05
230242894518258571172529839682883252730,301776.06
319099264280577149828280051496192787761,299404.97
146492844261498105735420560399358236019,226336.55
163251387522305411570093471177086938140,237367.73
25300857819109779184345067172438647882,172810.58
55633187676924862681300840783529537689,211052.16
49199423497082223217556870394814374486,143895.83
232357932937097041210389446840660380427,140118.33
179483086047331285983377132760211350903,312072.66
29373031418043196892692294558664390417,236344.16
107534969967686423893345820589020535183,164764.5
120571815096626943750133056908936948271,148876.83
7421158607189639371215373350674206761,240428.69
238931719318297330950784975087797919596,212907.67
202740346843306123820415199475859312431,292647.6
16689349456841037733448425087673613313,328521.38
148012297211569996918246033270198429904,365666.12
128134122255386696428544882265409106446,264183.62
167571214511516832945171208176627612712,122430.71
184011296344462591085710616872611436235,462014.6
169465487970916295739813846274011675806,161775.73
130361622420383463631320628394717003594,399658.75
331939185720524013599255400570283504929,169347.22
87569485918088662283183271922738488516,365047.4
230770798992268501450776463003194639732,268163.12
267366593531094671806032177970423243545,184552.1
199926103285675930644982006459416881508,153658.17
266968967193173347503176998725646076891,152093.56
167826333249432716075387587663476830642,137130.39
108079317452072310552947425358187509795,101724.836
9168411426075452458185969563102169587,160261.5
220379336042208157890174508853219985932,222677.62
85409792209302072958295631370822171481,309653.6
108315930477246960256898885070132765549,267267.34
138178784399745546903000249739742628317,155896.61
109448753225848176241892743310724339979,281373.56
48101656465622908930780775584338307218,311943.22
232801260678107817119662434103089539368,168317.61
112833514130234775896592581776665798909,122269.05
9384820527271037871381619236739389861,213711.44
315097976795297949477277736372802455645,151344.06
312987999748196768585101910704287518542,131024.22
283651273349744897088542597613004918027,131309.61
191707011347213468997511459845389328772,340577.28
106126552952767148144530241726666260248,225029.8
262257703451875066796956509815234366525,243497.34
255899024359694569239113092815148643067,162651.4
114163801675410359107519624300502244902,155978.17
301845691767161820288502742698662503795,325341.44
92399079994829498252553662280447550917,252967.72
158804745485988047989860050863828343572,105647.05
318699126633889037088666172336291942624,102931.164
297113933456367162152615096919381931216,171337.75
200474866821927106545646287488808154750,254320.61
223364885293845944023077962389108782322,193006.44
324259604829407840034702555074969608284,365163.78
304251078569827531719315443927824180532,255176.11
85937733805633898752021913054308068083,172226.11
108988859207308663542987611483639159746,146019.95
47848824771395338822774077770152379022,80978.34
262530606945227352928297373721306909095,190903.42
85655886151670580390594330040409894715,277536.6
298184819601131827432255644952446151139,448750.38
95408789758622402538585804660216291413,241603.94
122922019966644222202211091240044218095,151411.23
6183578569648095484412718463440995947,242304.64
274289386281548429745922021350086948492,243714.14
34726844729402804128730979944393175105,293331.53
84586487247906666871938532911179156985,312979.38
120720460409397920123702648540262031826,310759.56
177428445547268755903878606004149437457,159793.53
115727112823962086715150476270670577224,121988.25
339528554109159399082023803339182894416,214139.89
112278505536089834610003192301155278804,176884.22
150655854973961180217246925576293399359,110225.266
205140978981549998314456055277617950113,458426.5
143222924043442198672515275261268840852,22206.766
222242097176001330821166420256776320110,249122.64
185476235461315152883459846018078939215,226408.06
24794255420283459042556305910004824666,245744.38
170386853337925700376054620257950480449,116890.13
89599337796887808678188089542023955663,257994.94
132628385969591720084437515617436345258,106808.1
209256260831814267858812755372744724120,247392.12
299146289036887060771322345088475321603,119551.26
92140014150081803186089534965577345234,200055.88
226355025621852547584556966612186353329,276013.28
111623792219171615574882803767741582070,164290.25
46237632461759844965282080433067697831,198512.45
61695533361580951386408461686939254088,137512.78
117251161372699306098820073617300301321,119415.65
162614583266159708266060544483628565702,114166.07
18256075536139580588971282656211823044,273509.75
62654592931377320017541022105734341203,275716.16
134202830665590339886104045100211910585,149794.02
21466350819012893278873017601774573473,156186.69
197898324935814690760476782890500989679,80102.266
218822826497051928064213202937899447261,476567.16
192658336119531627258676196031085516123,252375.2
223774110559714138774010498697179442824,141098.39
15249136929818490067287455981620239864,416090.25
130656210153993294370526814910713193064,132191.03
166391612744862182994035048026354720642,170295.92
280509122589601939716717203643713325254,213281.06
50223846429254930232117360429159322266,241873.39
43925799629666704047178916587341580228,187182.02
337502497904050294645895317224982883125,209272.06
288295058279943284835951085101241297491,244490.73
280534277282576185484996327752707755697,134883.44
258119514855432888420937880472534243207,153665.3
9772834812601520113189408874212276295,292642.03
66220066710315663565407281725948002612,232120.11
110727436952411206226008905770428374199,250401.56
327459637510857203580281319398736411093,337574.5
180902441541917081439197762689970056157,242658.33
195646360202006788061140201502351849360,189134.25
10984307821242410646630392008348020221,159383.27
76885141875662922763960223233735311473,360099.25
55137005805746570514574168127221219837,85681.63
76761833385223063046137359308466820085,70665.15
262777752576421472839978739018662329400,162890.8
107836276518637544399059825615432470967,154432.05
164706530572775337339120928635583108171,181845.64
145636524351214153172239589036091641135,299630.3
90011607384155384770064092836449507905,306766.7
32013060510255531241399955107528297204,97800.03
58132250069377287141439325366186131348,133848.66
260299131919780391821764897939650436269,110791.59
184335110908305304561788893627314383822,269902.8
285609111316912174215182551382226425438,157650.66
251285943387521253992985543292401960687,250021.28
302864442564466057520822338223671948348,138404.58
210195564817765968289490858267398111800,231301.3
176242774880698206057229450897907718536,269766.4
305349260229463248624223244096533976565,181033.47
306130767528755227925470070566059891463,202356.05
177930325763688060562347548389612272986,81327.34
64758506056774013252785672377511544866,173495.05
126257881433965685496756133890598020862,162026.81
45550438404830077352673835502361099690,271135.34
289636635413122103808404958199468056778,118880.65
231679144052465154412903539745619452492,126020.234
191391336220553970914055796477701508997,97776.75
49909897301417576140462097782221287257,173211.97
336903809994643761465525983359177296392,159547.1
40436827956495426778336635685792858652,357299.62
210353392882468865098074135417735838141,149452.27
208927952017920785992992655794401270489,177929.4
68228648817480960632243362783861146900,241508.19
307747602889219211610957180991715895216,206782.53
8375557495036358634111445312703241505,148349.75
166716319611153469610934888302823774467,237912.19
120656670300819127990639685601218036143,218694.44
88908252589658796568084855522623433205,214722.58
262495862260503272478342633552949722457,133629.36
136802685343150415101376293503648004384,78251.73
283057648150848548139517076380641390056,57066.055
312015766270400598356098587631288926820,148753.05
119763057072017066159608766082934076498,135821.08
25690640011138977899183262845290313134,116885.195
192828079702959759018822330963789483677,131430.55
151240579350997948502950208778908483117,76142.28
140625652985486528477451563589449043401,353776.38
16624156396811961478050606735457627266,246085.95
21613869578512592717518284113045621238,258241.9
243551972103953672143846431985519760754,226679.31
293740708241318791669353330470080169142,374417.75
226094743039807410440053576284910789897,161433.16
181600626434117988358546010762037198555,179432.44
190489145631771051882253257791214845124,211440.02
259736333159798382669871155120834163759,418804.53
186588760731007689458335177302459975710,266688.66
24260661938461244929865469137377193366,185247.31
205930353514314629250640208542184640324,202097.95
241181928168075807325772631323399010512,217793.92
98698055209715855597433139576602947875,279923.25
126252611180659645699525588106032964204,179254.33
269167468196146757335446717604343242917,270485.97
267527403562136683844202786804414467738,71700.51
300793628976504709458030764561228475482,124823.67
75389753874545168689507080802929900647,132591.69
135851566225364566546612559761012478373,320852.78
268830704055098708319094509981463638083,260465.28
136623509624011484546741952752293081148,80061.58
237309455263492788144133810655915453947,136820.0
123409373992677055364445316892452847513,139222.17
314238367306004697407333679394517841792,176014.88
314950546563098001766558340419152432651,274815.1
218742797854613440992563038162888036227,335928.28
321264688634511960940641975439150174807,117494.32
144119158392337171234271973682242378150,299487.97
33011262467499849919312382913024124169,175166.33
229562746935930016538341966519969728870,81937.82
206648217531879332134922567321935657897,269835.25
290685733207147541407923880881331261757,156640.61
262358741451692325992969588417204803798,200585.03
270100366478408615436964366181024475931,139095.75
45504148997984772389594179220176928755,226473.19
116419329991514785491032736555588939802,158186.89
89110394236923650834632681025843108228,251556.42
333486917726954389179117824504961458272,263496.8
149219584910540336360733634483944984326,155362.19
249381854510347539632339297030477466473,382076.25
73872849527341836478443739851726421776,102954.914
53609929547882738911808112721167643653,167317.58
225982378560483961855411934166313974558,258804.19
4276901659449223087609005371937738017,114662.11
118420096741187498219005751003644395951,283839.7
301522728698534685718104198843854197351,320604.53
216959656527418216542205371197955959670,123237.57
123327799953051350333010366222294060578,115968.41
238254014216869968059442179929716093143,331628.4
103551839541761704464426777028372229534,219992.22
76544939089941810967361398666355059537,201072.92
240778248532064529084894499724060305348,157064.6
328240021934306966416897264153381802457,184936.36
228036522019557195074237059398439426450,232492.88
159850181867459780352801131089111140392,154069.11
221293211705172354212445322194863650521,375269.28
